ACO_Num,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Adv_Pay,AIM,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,Met_QPS,QualScore,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,acute_adm,readm_Rate_1000,prov_Rate_1000,P_SNF_ADM,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,N_CAH,N_FQHC,N_RHC,N_ETA,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A27169,High Sierras-Northern Plains ACO,"California, North Dakota, Nevada, Arizona",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,8904,0.025754885,0.031095095,2319461,0,,0,1,0.9373,,0,,10387,10013,90059052,87739591,2229940,0,0.5,0.4687,69796,9767,12918,8703,75983,10086,13524,9403,93132,11102,14324,8865,78873,9186,15140,9530,10119,0.953,0.892,0.876,0.828,0.98,0.84,0.859,0.84,0.929,0.872,0.85,0.842,0.935,0.865,0.862,0.859,35,924,599,6948,8671,32,862,573,7204,1190,4618,2187,909,4624,4280,8304,56,66,141,72,265,3613,3438,60,115,28,139,678,0,2902,2621,211,177,200,256,245,2,6,3,12,8,18,137,797,47,716,82,649,283,9246,2818,3566,579,2284,13,4,12,0,12,383,988,207,137,2,80.19,93.02,93.05,83.81,60.04,80.52,76.26,26.78,14.78,17.57,54.94,71.86,60.88,73.91,2.42,100,83.62,64.57,69.75,74.4,63.45,97.61,61.48,67.07,71.26,72.43,0,34.27,14.92,37.5,60.31,85.99
A53441,"Aledade Florida Central ACO, LLC",Florida,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,15078,0.052654455,0.026968794,7671710,7671710,,3741517,1,0.9953,,0,,9861,9387,145699167,138027457,,,0.5,0.4977,74827,9624,13976,8410,71182,9534,13843,8582,80783,9236,13540,8528,74442,9877,11479,8956,9342,1.006,1.02,1.024,1.003,1.011,1.011,0.946,1.009,0.993,1.065,0.942,1.064,1.036,1,0.911,1.081,77,820,260,12564,14775,68,743,239,13725,1158,7266,5019,1635,8893,6185,13638,717,116,186,17,404,2351,2186,45,117,17,172,436,0,1527,4205,70,467,238,250,240,1,6,2,15,9,12,147,848,38,492,172,809,360,12627,5644,5913,1040,30,0,0,0,0,0,43,0,8,10,0,82.86,93.94,93.09,83.63,71.82,82.69,75.04,37.34,14.84,17.83,45.44,61.63,48.86,63.16,1.43,100,96.54,91.64,90.38,90.46,82.5,98.77,86.82,82.35,85.85,80.88,7.27,72.7,5.71,76.51,84.54,92.79
A94144,"TPN Health Partners, LLC","Nebraska, Iowa",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,8925,-0.046440962,0.031074074,-4136956,0,,0,1,0.9813,,0,,10239,9476,89079894,93216850,,,0.5,0.4906,54432,8858,14720,7757,74094,9276,13964,8202,88515,10015,13178,9159,79926,10931,16568,9846,10714,0.971,0.975,1.019,0.958,1.033,0.992,1.025,0.96,1.051,0.982,0.966,0.963,0.956,1.02,1.099,0.986,41,807,429,8080,8700,65,625,342,7668,889,4238,2567,1231,4773,4152,8566,61,59,40,11,188,3193,2946,130,110,19,230,752,0,3095,3009,91,373,251,289,278,3,5,3,12,7,15,134,812,65,569,138,759,221,8468,2507,3371,1637,952,0,0,0,0,0,82,228,0,0,0,85.83,93.62,93.4,80.96,57.99,77.92,73.15,31.92,14.56,18.26,46.01,68.34,55.21,68.75,1.71,100,96.59,82.49,81.25,86.1,65.41,92.5,67.8,69.88,74.18,92.43,6.67,53.87,11.94,58.71,82.26,94.2
A17196,"Aledade Kansas ACO, LLC",Kansas,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,13100,0.021232936,0.028139628,2622463,0,,0,1,0.9981,,0,,9683,9226,123509215,120886752,2093344,0,0.5,0.4991,64994,9080,15633,7983,74233,9608,15936,8125,88283,9760,16780,8424,69404,9791,15839,8794,9478,0.956,0.916,0.962,0.892,0.942,0.929,0.946,0.889,0.949,0.941,0.981,0.869,0.983,0.972,1.016,0.925,49,1376,520,9375,12755,55,1375,575,10750,1819,6245,3481,1555,7438,5662,12483,206,40,68,38,265,3053,2764,63,140,103,134,862,0,2273,2691,123,303,283,292,272,2,8,11,10,8,23,142,820,69,644,84,669,225,8945,3989,2624,1262,1070,0,0,6,0,0,63,9,29,16,1,82.37,92.65,91.65,84.93,60.6,78.65,73.58,34.28,14.95,17.77,56.14,77.01,65.78,61.11,2.69,100,91.74,90.28,71.34,88.16,54.09,95.95,85.76,71.43,75.16,77.96,9.09,61.15,10.51,67.52,64.71,93.38
A18013,"Aledade Louisiana ACO, LLC",Louisiana,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,17017,0.010138989,0.026193039,1701334,0,,0,1,0.9859,,0,,10112,9556,167801113,166099779,,,0.5,0.493,72037,8579,15500,8156,69836,8628,16129,7977,71601,8465,16574,8413,75503,9270,15110,8905,10010,0.976,0.929,0.973,0.97,0.936,0.896,0.981,0.96,0.956,0.888,0.985,0.954,0.942,0.909,0.951,0.976,89,1983,1446,11400,16594,128,1973,1463,13029,2509,7826,4867,1815,9583,7434,14564,2170,28,15,19,221,3278,2427,422,304,163,248,640,4,2016,2978,114,727,255,332,278,19,17,18,16,14,23,152,766,43,731,196,820,268,10545,5585,3943,908,109,0,0,3,0,1,57,10,18,2,0,83.07,94.65,93.78,88.31,63.64,79.3,70.01,35.68,14.74,19.76,52.74,79.44,60.49,73.33,2.51,100,99.31,82.54,81.04,77.4,70.83,94.06,78.93,68.97,74.28,89.4,15.38,54.25,13.4,61.76,71.38,93.75
A79194,"Aledade West Virginia ACO, LLC",West Virginia,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,8472,0.079578255,0.031527528,6287945,6287945,,2950672,1,0.9577,,0,,9574,8991,79015871,72727926,548674,548674,0.5,0.4788,86383,8281,14213,7868,83278,8708,14303,7681,85412,8526,15009,7783,65401,8441,12257,8095,8812,1.058,0.948,0.99,1.038,0.978,0.984,1.031,1.054,1.01,1.017,1.055,1.063,1.017,1.015,1.017,1.088,54,1671,565,6847,8253,59,1264,501,6428,1613,3745,2242,872,4873,3599,8082,263,20,2,3,102,2885,2491,71,319,32,122,431,0,2045,2622,168,518,265,315,292,2,17,4,18,14,16,171,811,35,645,216,821,211,10167,5032,3631,1444,59,0,1,0,0,0,38,15,24,20,0,83.64,93.91,94.22,84.8,63.4,72.83,68.33,32.97,15.07,17.35,48.76,76.45,54.76,58.82,1.65,100,99.7,78.75,79.59,79.57,77.78,97.52,74.55,72.36,76.31,82.64,17.86,52.55,14.33,58.92,72.84,93.65
A84144,"Heartland Physicians ACO, Inc.","Iowa, Illinois, Wisconsin",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,5798,-0.005039963,0.036603604,-275073,0,,0,1,0.9841,,0,,9669,8905,54578418,54853491,874519,0,0.5,0.492,86690,9537,12417,7561,75945,9644,13738,7643,71992,11032,14002,7816,77754,11146,15719,8467,9717,1.022,0.984,0.984,0.884,1.027,0.96,0.989,0.877,1.028,0.981,1.036,0.916,1.022,1.099,1.024,0.957,38,954,489,7387,5645,25,787,441,4391,974,2568,1510,746,3176,2622,5637,48,18,10,5,80,3036,2728,92,193,38,226,954,0,2416,2591,150,387,224,322,306,2,11,3,14,10,17,173,813,81,776,162,706,214,9105,3298,3543,1130,1134,2,0,2,0,6,100,207,35,16,0,88.04,94.02,93.27,87.47,61.16,76.66,74.85,25.97,15.44,19.89,55.91,83.3,63.2,45.16,2.16,100,99.25,75.5,81.16,82.66,71.15,96.89,50,72.08,76.61,82.59,16.67,51.59,15.48,59.13,73.72,87.15
A66931,"Alliance ACO, LLC",Texas,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,11619,0.051954965,0.029028406,6605210,6605210,,3204279,1,0.99,,0,,11250,11237,127133370,120528160,2263228,2263228,0.5,0.495,87296,11406,19560,8672,77869,11479,20586,8897,83291,12283,22902,9710,78430,10384,20688,9532,10666,0.977,1.03,1.03,0.889,1.043,1.024,1.087,0.894,1.004,0.996,1.058,0.926,1.007,0.944,0.975,0.92,75,930,770,8892,11301,73,877,630,9721,1262,5721,3201,1435,6330,5289,10461,438,97,313,14,296,3334,2626,208,463,49,194,1009,13,1825,3563,164,671,227,311,271,9,25,5,12,8,17,145,802,80,642,166,769,260,11198,5600,4275,1037,287,0,0,2,0,0,54,2,6,10,0,80.57,92.49,92.35,85.12,61.58,77.23,72.72,29.59,14.86,18.52,58.15,78.29,63.52,65.22,1.91,100,92.04,66.86,74.72,85.23,86.33,95.95,68.68,77.5,72.73,78.24,6.25,48.72,11.22,51.6,72.69,85.16
A33934,"Accountable Care Organization of Floyd Medical Center, LLC","Georgia, Alabama",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,7706,0.000981298,0.032586587,76565,0,,0,1,0.9206,,0,,10439,10167,78024377,77947812,,,0.5,0.4603,74434,9336,13762,8252,77020,9006,14245,8701,80700,9551,15231,8868,69374,9670,15446,9476,10428,0.996,0.952,0.95,0.991,0.992,0.953,0.97,1.018,1.004,0.966,0.999,1.028,1.02,0.972,0.96,1.03,66,1855,685,5638,7475,58,1639,561,5217,1926,3124,1905,751,4347,3359,6990,605,16,27,,68,3682,3049,149,404,106,292,655,0,1774,3097,139,800,272,409,367,5,20,17,24,18,22,177,787,50,1036,287,911,310,10255,4448,3979,1811,17,0,0,0,0,3,85,16,31,9,0,79.44,93.64,92.72,86.94,58.91,75.22,70.56,34.04,14.87,18.4,66.17,85.89,67.12,65.26,2.12,100,79.34,74.9,67.32,75.29,67.08,97.6,68.08,53.08,70.1,82.7,1.63,37.71,18.99,43.3,58.87,87.26
A20938,Delaware Care Collaboration DCC LLC,"Delaware, Maryland, Pennsylvania, New Jersey",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,8072,0.031740133,0.031927928,3089132,0,,0,1,0.95,,0,,12452,12709,97325738,94236606,,,0.5,0.475,100611,12174,18594,10985,105094,12776,15284,10917,120117,12467,17498,11015,76003,12288,18609,11020,12057,1.095,1.066,1.092,1.008,1.072,1.115,1.122,1.019,1.172,1.112,1.053,1.031,1.047,1.056,1.017,1.016,51,1300,749,5679,7816,28,1122,642,6024,1412,3796,2000,864,4714,3358,6099,1551,107,64,3,248,3926,3485,109,278,130,323,1415,0,2106,3854,128,571,230,361,331,3,14,13,19,14,23,174,811,110,791,274,941,324,11202,4805,5282,1106,9,0,0,0,0,1,40,26,20,5,0,79.31,92.76,90.16,81.59,63.19,72.58,70.56,27.09,15.47,19.49,66.36,91.6,70.65,73.17,2.63,100,98.63,90.08,94.2,83.14,89.71,97.79,80,77.14,80.08,90.16,6.76,70,14.4,78.4,70.7,96.35
A02551,"Genesis Healthcare ACO, LLC","Pennsylvania, New Jersey, Maryland, West Virginia, Connecticut, New Hampshire, Alabama, Kentucky, Florida",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,9170,-0.28470579,0.03082983,-62819233,0,,0,1,0.907,,0,,27079,28018,220646138,283465370,,,0.5,0.4535,110966,32124,21413,36136,110523,33717,20358,33574,110925,32251,22177,37616,129637,40048,26123,44451,34788,1.324,2.492,1.361,2.1,1.301,2.857,1.38,2.106,1.334,2.637,1.367,2.108,1.279,2.358,1.254,1.902,142,484,3230,686,8148,269,942,5320,1618,1218,1877,2530,3545,6000,3170,7456,1476,67,70,9,92,11797,10295,801,494,475,3805,8325,0,5218,6172,1111,764,422,963,891,17,23,32,37,23,56,234,885,645,1575,817,1656,229,26163,10050,3707,12296,110,0,0,0,0,0,391,56,509,73,1,60.98,71.85,74.3,72.77,59.21,67.56,44.47,9.75,15.23,17.86,72.94,92.33,67.81,54.55,1.91,100,83.87,99.19,96.04,72.98,98.35,99.19,99.18,N/A,N/A,65.48,20,44.76,28.23,52.82,N/A,86.29
A12017,"Baptist Health Care Partners, LLC","Kentucky, Indiana, Illinois",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,49729,-0.037261122,0.022027001,-16857968,0,,0,1,0.9725,,0,,9349,8847,452427812,469285780,,,0.5,0.4863,70176,8015,14658,7682,70155,8375,13894,7694,71938,8480,14083,8163,74404,9442,16124,8767,9698,1.02,0.93,0.988,1.009,1,0.939,0.987,0.99,1.008,0.92,0.939,0.983,1.017,0.929,0.969,0.984,318,7698,2619,38184,48391,333,6440,2558,39060,8188,23011,13222,5308,28425,21304,46438,2121,145,63,18,944,3054,2735,96,191,57,143,735,0,2447,2764,136,413,261,318,297,3,11,7,16,15,16,171,792,69,717,204,895,279,10109,3383,4265,2028,433,0,14,7,0,13,414,673,697,145,8,84.1,92.53,91.52,83.84,59,77.62,74.69,27.59,15.1,18.4,54.72,78.54,60.55,61.11,1.86,100,46.65,74.22,73.08,64.29,72.98,94.47,52.36,71.31,72.79,87.16,0,50.38,15.84,54.39,73.44,95.09
A57853,"Life Health Services, LLC",Connecticut,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,12253,-0.01760931,0.02864793,-2500846,0,,0,1,0.9553,,0,,11870,11453,142018382,144519228,,,0.5,0.4777,99354,10007,14975,9949,93387,11245,15209,9983,90016,11495,15090,10534,93005,11905,17366,10751,12079,1.07,1.013,0.994,1.037,1.019,0.991,0.963,1.039,1.03,1.017,0.928,1.032,1.016,0.967,0.927,1.025,48,1417,1315,8581,11965,59,1377,1428,9100,1703,4987,3484,2079,7222,5031,11347,339,87,68,8,404,3734,3458,64,46,176,270,1223,1,2285,3644,232,944,209,345,326,2,2,15,21,15,21,179,851,102,871,271,821,259,11191,4025,5218,1941,8,0,0,0,0,4,184,171,101,115,1,81.29,93.36,92.95,84.39,62.41,76.54,75.38,19.6,15.27,18.26,62.54,87,66.53,74,2.02,100,89.17,68.55,66.79,77.32,68.83,87.17,57.54,68.97,75.46,82.59,8.33,47.96,11.9,52.42,67.92,90.66
A12141,Health Leaders Medicare ACO Network,Louisiana,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,27248,0.033569223,0.024275176,9001027,9001027,,4189978,1,0.95,,0,,10126,9737,268133319,259132292,,,0.5,0.475,60529,10502,15971,7809,73101,10755,15532,7921,67950,11044,15701,8372,63961,11408,16756,8505,9786,0.979,1.024,1.063,0.959,1.036,1.033,1.042,0.96,0.989,1.056,1.068,0.988,0.98,1.095,1.06,1.025,147,3509,2110,19992,26480,153,3237,1945,21146,4245,12612,7340,3051,15753,11495,21288,5271,125,50,9,505,2968,2227,240,392,148,305,484,0,2118,3016,108,777,238,312,262,9,23,18,16,7,15,148,764,35,701,199,816,327,10138,3381,5539,1180,38,0,0,2,0,7,379,510,269,170,0,82.42,93.75,93.32,85.65,57.71,76.78,70.11,16.45,14.12,17.71,44.53,64.46,52.24,53.72,1.67,100,94.36,85.62,71.49,83.67,83.39,93.98,84.72,71.48,71.26,82.22,0,54.44,15.19,60.74,76.83,84.81
A56403,"Consolidated Medical Practices of Memphis, PLLC","Tennessee, Mississippi",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,9936,-0.082183712,0.030063063,-7302492,0,,0,1,0.945,,0,,9196,8883,88855712,96158204,,,0.5,0.4725,65585,9212,12179,6582,69850,8566,12265,7777,72807,9501,11934,7956,73003,10830,18595,8846,9952,0.943,1.11,1.037,0.884,0.956,1.097,1.012,0.951,0.994,1.06,1.061,0.964,0.976,1.107,1.117,0.941,97,631,267,7977,9662,100,549,325,8688,893,4612,2979,1452,6185,3751,8017,1676,45,13,7,178,3157,2527,65,433,171,289,831,0,1759,3304,216,497,212,335,297,1,23,14,18,7,23,165,777,63,675,252,908,310,9352,3883,4629,826,13,0,0,0,0,0,36,16,38,2,0,82.81,94.23,94.26,84.88,63.21,74.69,72.29,35.38,15.61,19.39,61.77,88.5,74.21,50,2.53,100,76.86,63.03,57.65,58.14,63.03,88.93,61.56,38.99,48.78,59.16,100,24.4,16.04,28.67,64.24,100
A06512,"ProMedica Health Network, Inc.","Ohio, Michigan",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,32940,-0.00909676,0.023705957,-2976231,0,,0,1,0.9572,,0,,10227,9735,327174898,330151129,,,0.5,0.4786,74098,9281,15575,8165,79938,9732,16442,8363,69226,9461,15931,8635,76468,9991,16265,9233,10321,1.041,1.016,1.092,0.992,1.041,0.998,1.114,1.002,0.997,0.985,1.07,1.002,1.034,1.015,1.055,1.005,282,5600,1475,23768,31990,309,4883,1469,25329,6208,14850,8131,3751,18118,14822,29678,1946,93,184,21,1018,3299,2981,105,154,91,230,911,1,2654,2635,125,460,244,338,315,3,8,12,18,12,18,171,814,82,849,206,807,246,9203,3585,3985,1489,143,5,0,1,0,20,380,678,360,208,6,79.75,93.93,92.41,84.19,61.53,79,73.95,27.53,14.66,17.73,53.59,77.74,60.95,64.24,2.07,100,63.96,58.82,66.28,67.16,62.93,93.77,60.3,61.48,73.71,77.92,5.26,45.78,19.68,51.41,73.21,95.56
A27912,"Princeton HealthCare Partners, LLC","New Jersey, Pennsylvania",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,9033,-0.004774798,0.030966967,-479264,0,,0,1,0.9511,,0,,11409,10482,100373714,100852978,,,0.5,0.4756,93387,11398,18777,9345,91888,11983,18203,9773,91472,10344,16942,9863,78628,10175,19130,10911,11463,1.005,0.94,1.057,1.008,1.051,0.977,1.04,1.007,1,0.946,1.007,0.98,1.029,0.844,0.936,1.031,38,579,305,8319,8798,39,532,319,7908,771,3886,2571,1805,5413,3620,7600,597,296,80,3,457,3388,2965,3,339,93,288,1218,0,1940,4226,112,349,170,298,275,0,15,7,15,9,16,166,827,92,588,224,702,333,12391,5353,6349,685,4,0,0,0,0,4,99,127,40,13,4,86.12,94.28,93.06,82.89,62.43,78.89,72.99,23.65,15.11,18.17,58.65,89.55,66.59,63.64,1.68,100,59.82,75.58,87.39,81.9,64.09,98.34,71.38,76.98,76.62,74.17,15,50.36,15.71,54.64,75.84,84.91
A38726,CHRISTUS Health Quality Care Alliance,"Texas, Louisiana, Arkansas",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,28792,-0.003053744,0.024120771,-917900,0,,0,1,0.9699,,0,,10750,10205,300581971,301499871,,,0.5,0.4849,70038,8986,16203,8719,68792,9253,16170,8371,69317,9890,17125,8830,68686,10754,17687,9207,10783,0.979,0.96,0.968,0.992,1.005,0.972,0.969,0.979,0.971,0.955,0.973,0.983,0.976,0.965,0.951,0.981,311,3918,1932,20987,27962,371,3630,1927,22033,4834,13658,7436,2864,17063,11729,24417,3094,181,595,37,468,3366,2468,297,568,70,330,533,12,1992,3495,166,927,256,343,289,13,33,8,16,12,20,169,746,41,776,209,840,321,10399,4101,4783,1133,382,0,0,8,0,8,232,152,207,73,1,81.51,93.02,93.2,85.83,66.83,79.16,70.4,23.86,15.14,19.41,49.99,76.5,56.95,63.89,2.19,100,88.68,71.94,66.67,75.82,65.08,95.88,54.13,61.22,71.55,84.81,7.69,50,17.88,55.45,65.59,82.21
A22038,Northwell Health ACO,New York,Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,47612,-0.0213043,0.022238708,-12370774,0,,0,1,0.8741,,0,,12529,12077,580670288,593041062,,,0.5,0.437,87545,11440,16216,10962,88988,11732,16647,11214,87730,11266,16273,11007,89643,12625,19130,11577,12795,1.003,0.981,1.075,1.079,0.989,0.979,1.081,1.099,1.003,0.97,1.042,1.061,0.985,0.986,1.095,1.051,350,4370,3026,37986,46348,365,4092,3130,38760,5653,20528,13496,7935,27565,20047,40487,3034,932,710,41,2408,3893,3605,21,159,131,215,1096,0,2193,4979,78,529,195,310,296,1,6,7,16,8,15,172,824,61,554,232,838,444,12131,3662,7936,525,8,0,0,0,0,18,900,2956,617,979,4,78.96,94.09,93.25,83.08,63.01,76.9,73.81,22.08,15.46,18.1,55.23,81.64,63.46,60,1.57,100,57.68,82.01,77.22,59.9,79.44,95.89,36.41,58.17,60.49,86.17,7.14,25.76,13.8,29.34,68.1,87.92
A26666,Kentucky Primary Care Alliance,"Kentucky, Tennessee",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,9004,0.0000431,0.030995996,3979,0,,0,1,0.9513,,0,,10542,9995,92338842,92334862,969056,0,0.5,0.4756,85896,7542,13394,8965,92262,7882,13801,9088,87408,7696,14106,8690,80403,8319,15359,9214,10541,1.06,0.886,0.958,1.042,1.065,0.867,0.912,1.06,1.066,0.886,0.919,1.058,0.979,0.889,0.919,1.042,65,3834,1870,4757,8759,62,2895,1595,4208,3189,3344,1825,646,5009,3995,8694,234,9,7,6,54,3720,3272,117,219,142,141,973,0,2792,2326,282,409,340,408,376,4,13,16,17,29,28,195,800,75,1025,229,877,242,11180,509,3029,1194,6448,0,51,13,0,0,129,43,173,49,2,83.51,92.98,91.85,83.19,58.23,74,69.89,28.01,15.62,19.43,64.2,98.86,78.85,67.42,2.77,100,,86.51,65.74,61.48,90.31,95.41,83.26,53.85,62.31,85.71,6.85,41.7,19.93,49.08,70.21,91.57
A82552,"Empire State Health Partners, LLC","New York, California",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,7878,-0.024979221,0.032242242,-2102886,0,,0,1,0.9299,,0,,10939,10511,84185395,86288281,,,0.5,0.4649,89211,10223,10020,8297,65769,9863,10775,9223,85823,10312,10648,9736,95078,10726,11543,10088,11212,1.047,0.966,0.847,1.016,0.953,0.918,0.891,1.029,0.977,0.968,0.928,1.018,0.961,0.938,0.926,1.005,53,829,1342,4473,7696,67,829,1684,5116,1072,3484,2355,967,4490,3388,5436,438,1379,144,8,473,3567,3370,27,138,52,130,1115,0,1842,3891,134,616,202,298,288,1,6,3,14,12,19,187,840,71,649,231,779,330,11732,5903,5191,600,39,2,0,0,0,0,122,219,33,22,0,81.84,91.54,91.64,80.53,62.89,76.79,73.21,24.98,15.47,18.46,61.47,93.68,63.85,67.74,2.12,100,68.04,51.21,77.37,70.56,48.58,71.37,34.68,57.66,77.02,92.99,15.25,29.03,48.39,36.29,52.82,45.16
A20392,"Aledade Mississippi ACO, LLC","Mississippi, Tennessee",Initial,1,01/01/2016 12:00:00 AM,1,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,18746,0.053684016,0.0255013,9821724,9821724,,4549453,1,0.9453,,0,,9990,9386,182954341,173132618,2530000,2530000,0.5,0.4727,64732,8473,14807,7729,69068,8636,14158,7765,64441,8714,15071,8286,63060,8355,13058,8531,9454,0.932,0.927,0.928,0.909,0.929,0.93,0.922,0.918,0.942,0.909,0.916,0.928,0.949,0.948,0.894,0.973,214,3316,1946,18034,18313,186,2718,1595,13813,3367,8626,5004,1749,10967,7779,14378,4073,85,15,9,186,2641,2276,126,151,108,173,692,1,2106,2966,152,668,285,311,286,5,8,11,17,13,22,160,782,48,762,187,836,314,11532,5221,3636,1790,884,0,0,3,0,0,88,51,98,1,0,77.29,92.05,92.41,86.36,56.51,73.37,71.64,32.47,14.83,18.26,54.52,80.72,62.57,57.95,2.54,100,89.92,78.19,70.38,80.8,67.94,93.81,71.43,68.32,67.19,85.78,20,45.31,15.63,53.75,64.84,97.81
